"","x"
"3241","작가님 멘트 여운 남네요 .."
"3242","와"
"3243","가끔은 남은것이 인생인지 돈인지 모를때가 있습니다."
"3244","왜 내려도 내려도 계속나와???"
"3245","쿠키 6개만 구워나서 충전하고 오겠습니다"
"3246","어 리샹족? 어? 언냐들?"
"3247","진짜 배뎃 올라갔던거 페미버가 검열해서 바로내리뿌네"
"3248","달다 달아.."
"3249","오랜만에 봐서 유한성이 남자인걸 까먹었네 ㅋㅋㅋ"
"3250","아 맞다 유한성 남자였지"
"3251","언냐들 혹시 불편해하는거 아니지??? 찔리지 마..^^"
"3252","와 보느라 힘든건 처음이네"
"3253","밤 전투씬 몇화 갈줄 알았는데 바로 스킵 감사합니다"
"3254","지금 우리 대한민국 상황 ㄹㅇㅋㅋ 딱 언냐들 저격이네"
"3255","재미를위해 무족권 밤은 점핑루트로 가서 ""그 괴물""을 만나겠네요"
"3256","뭐야... 슬프네..."
"3257","어? 이거 현실에서 본거같은데"
"3258","스크롤을 내려도 끝이 안나;;"
"3259","페미언냐들이고 ㅋㅋㅋ"
"3260","점핑루트로 간다면 = 점핑루트로 간다.밤 어떻게 이겨낼지 궁금해네."
"3261","쿠키는 100개 구워놨슴다 다음화를 주십시요"
"3262","안녕 내 사랑 사랑 사랑 잘가요 내 사랑 사랑 사랑"
"3263","라샹족 진짜 이상한데 정상인애가 하라챠밖에 없는것도 이상하네"
"3264","상남자"
"3265","불쌍하다"
"3266","와 너무 재밌당"
"3267","라샹 마라탕 엎어버린다?"
"3268","분량 (네이버 시리즈 기준)70화-239컷71화-261컷72화-260화73화-207컷찬양하라 갓시우..."
"3269","유한성 이름 의미가 처음으로 나온건가?"
"3270","설마 라샹족 저주받은 종족인건가?"
"3271","작가님 이제 감동과 교훈까지 주시네..."
"3272","이거야 이거라고..."
"3273","이거 ㅋㅋㅋ딱 지금 대한민국 상황아님? 딱 언냐들저격인거같은데"
"3274","아카자냐"
"3275","재밌다 너무 재밌어.."
"3276","ㅠㅠㅠㅠ"
"3277","연출이 보배로워요 미쳤어그냥"
"3278","아.잊었나본데... 제어는 밤의 전문이라구"
"3279","아 유한성 남자였지?"
"3280","진짜 와...미쳤다..와.."
"3281","작가의 말 : (대충 시의 한 구절)...그저 존경하고 있습니다 작가님<U+0001F64F>"
"3282","언냐들 불편해하는거 아니지???"
"3283","한성이 이름도 떡밥일줄이야.. 유한한 파편이라닛"
"3284","분량 뭐냐고 ㅋㅋㅋ"
"3285","하라챠 스토리 ㅆㅅㅌㅊ 단편 좋았따"
"3286","아 언니 저 자꾸 언니가 본인 남자라고 할 때마다 흠칫하잖아요"
"3287","개재밌다 ㄹㅇ루~"
"3288","유한성 믿고있었다구~~~~얘는 뒤질 것 같지가 않앜ㅋㅋㅋㅋㅋㅋ"
"3289","진짜 신의탑은 전설이다"
"3290","조연급이 왜케 사연기 기냐고 할수도 있다. 하지만 그런거 하나하나가 모여 신의탑을 만드는거다. 나무만 보지말고 숲을봐라"
"3291","""우리는 이것을 레전드라 부르기로 약속했어요"""
"3292","하라챠 개불쌍한 캐릭이네..분량때문에 작가님께서 무리해서라도 한화만에 스토리 끝내시긴했지만 나라도 애도해준다 묵념쓰"
"3293","하 ...신의탑코인 내 쿠키로 풀매수..후회는 없다..."
"3294","과거회상 개 긴거 다 봤는데도 반 밖에 안왔네 ㄷㄷ 역시 신의탑"
"3295","낭만 합격"
"3296","작가님 혹시 차이셨나요? 작가의말이 좀....... 이해합니다"
"3297","유한성... 가주였니...?"
"3298","'그 뷔페' 현실고증 ㄷㄷ"
"3299","오랜만에 와서 한성이가 다시 남자로 안보여요"
"3300","오랜만에 신의 탑 특유의 암울하고 어두운 분위기의 스토리가 나와서 엑스트라라고 할지라도 감정선이나 전개가 인상 깊었던 것 같습니다"
"3301","18레벨 2코어 케넨"
"3302","리샹족 보니까 그 덩어리들이 생각나는건 나뿐이냐.."
"3303","'호이가 계속 되면 둘리인줄 안다'"
"3304","아니 분량 내려도 끝이없어 이러시면 진짜 저희 감사합니다"
"3305","지금 만나러 갑니다"
"3306","야 분량이...이건.....어우...."
"3307","복귀 기념 여기까지 달려오신 분 손!!분량 보고 입을 떡떡 벌린 분 손!!"
"3308","ㄱㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋ라헬얼굴로 신의탑만세 하는글있었는데 삭제했네 잘했다"
"3309","하라챠 너의 종족을 너무 사랑했기 때문이라니... 죽을 때도 라샹족이 몰려오는데 사랑했다고 하는게 너무 안타깝다.. 이어서 작가의 말까지 보면 참..."
"3310","좋은데?"
"3311","진짜 분량 ㄹㅈㄷ..존경하고 또 존경합니다 작가님 사랑해요"
"3312","이런 신의탑 꿀잼 스토리가 나올 수 있는 것은!! 작가님이 캐릭터 하나하나를 진짜 사랑하셔서 나올 수 있는 거니까 말이죠! 머리로 낳은 자식을 포기한다는 건 마음 아프잖아요? 그쵸!! 작가님 응원글 맞습니다 ㅎㅎ"
"3313","고양이 너... 멋진놈이였구나..."
"3314","그 괴물 지금 만나러갑니다"
"3315","밤이 점핑루트로 가는 건 최악의 좌충수다 = 밤이 거기로 갈 것이다."
"3316","유한성 떡밥이 나오네요.. 10가주가 영생을 택한것도 알고있고, 그들을 증오하는걸 보니 유한성은 생각보다 오래된 사람인것 같아요. 그리고 태어난게 아니라 약간 창조된 것 같은 뉘앙스의 말을 했는데... 후에 떡밥에 어떻게 풀릴지 궁금하네요."
"3317","1년쉬었으면 전개좀 빨리가지 하라챠따위에 1주일을 쓰네"
"3318","라샹족이 그 종족 얘기같네"
"3319","야스라차님 조차 제어를 포기하신 그 괴물,, 나 라는"
"3320","내려도내려도 끝이없는 분량 ㄷㄷ"
"3321","인류를 저버리고 무한을 선택한 가주..헨도 록 블러드메더, 헨도 가문을 의미하는 떡밥이 등장했습니다. 이로서 유한성의 이름이 가지는 유한한 파편이라는 의미, 유한성이 헨도가문과 연관이 있다는 떡밥이 이번화에서 등장했습니다..!!"
"3322","밤이 죽여야하는 감옥들중에 견족이 나오진 않겠죠?"
"3323","여기까지 안 지른 흑우 없제?"
"3324","이제 그제어못했다는 괴물도 밤이먹는거맞죠?"
"3325","""그분들"" 불편해하실듯 그럼 또 검열되겠고"
"3326","단순히 엑스트라 얘기라고 볼 수도 있지만 휴재하시기 전부터 작가님이 로 포 비아 가문, 견족, 그리고 악역인 야스라차의 행동 등을 통해서 종족들의 얘기를 풀어가시는거 같아요. 단순히 밤이 진성 사부님을 찾고 야마가 견족들을 구해내는 것 보다, 밤과 야마가 싸워야할 상대들이 단순히 싸움 상대! 악역!이 아니고 그들만의 사정이 있고 또 그런 사정을 가진 상대들을 만났을 때 밤과 야마의 생각과 행동들을 보여주고 싶으신 거 같습니당.. 사이다 전개를 원하시면 빠르게 넘기는 것을 추천드려요 ㅋㅋㅋㅋ 나중에 다시 정주행하실 때 보시면 엑스트라 얘기들도 정말 재밌습니당. 단지, 작가님이.. 밤이라는 캐릭터를 너무 잘 쌓아서 그런지.. 밤의 성장응 빠르게 확인하고 싶은 마음도 있지만.. 작가님에게 캐릭터 하나하나는 정말 소중한 친구같은 느낌일거 같아요."
"3327","잠만 남자였어?"
"3328","이 분량에 쿠키 2개라니 .."
"3329","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아니 왤케 분량 많냐고 좋아요로 혼내줘야지"
"3330","여기까지지른흑우없제?"
"3331","괴수 베이로드 형제 아버지 아님??"
"3332","ㅠㅠㅠㅠㅜㅠㅠㅠㅠㅠ헐..ㅠㅠㅠ"
"3333","밤을 냉정하게 만들기 위한 작가님의 그림인듯"
"3334","와 대체 몇컷이야 ㅋㅋㅋㅋ"
"3335","유한성 떡밥 ㄷㄷ"
"3336","와 하라챠 뭐야.."
"3337","Lasyang is feminist"
"3338","글이 너무 많다고 느꼈는데분량이 미쳤구나 ㅋㅋ이건 ㅇㅈ이지"
"3339","분량이 무슨 ㅎㄷㄷ"
"3340","근데 밤은 최악의 자충수를 두겠지... 당연함스물다섯번째 밤임"
"3341","시국이 시국인지라 약간 하라챠의 인생에서 한국의 모습도 살짝 보인거 같다."
"3342","짠하네 ..<U+0001F972>"
"3343","작가의 말 : (대충 시의 한 구절)...... 그저 존경합니다<U+0001F64F>"
"3344","하라챠 불쨩하지만 스스로 자초한일인걸"
"3345","호구..."
"3346","자~ 달리자~"
"3347","이번편은 뭔가 남얘기같지 않네요.. 뭔가 찝찝하고 씁쓸한 이 기분"
"3348","잠깐 내가 지금 보고있던게 3부 72화 이 한 회였네 몇화짜리 본거같은데"
"3349","라샹족 익숙하네 ㅋㅋ 우리사회에도 있잖아"
"3350","유한성 떡밥도 이제슬슬 풀린0"
"3351","머야 남자였어?..."
"3352","드디어 우리 한성이가 키로 이겼어ㅠㅠ"
"3353","리샹족 얘기로 거의 끝나나 했더니 절반밖에 안왔네 ㅋ .. 사랑해요"
"3354","하라챠 착한놈이였네..."
"3355","가끔은 남은 것이 미련인지 사랑인지 모를 때가 있다... 마지막 장면 너무 아련하네 진짜 미쳤다"
"3356","분량 진짜 미쳤네"
"3357","닉값 할 때가 온 건가"
"3358","신의탑을 두 눈으로 보면서 라샹족을 논할 수 있다는 사실 자체가 너무 행복합니다...작가님 사랑합니다 신의탑 영원하자ㅠㅠ"
"3359","라샹족분량 이정도까지 했어야 됐나 돌아간만큼 빨리전개했음 했는데"
"3360","유한성 10가주 헨도가문 후손인거 맞네ㅋㅋㅋㅋ추측내용 확실시 됐네"
"3361","리샹족 우리나라 비유한거 아니냐?ㅋㅋㅋ 하라챠는 삼성이네"
"3362","지금도 해줘해줘 하면서 다 들어주니까 나라가 망하지. 노력하지 않고 평등하게 받으려는 심보는 어디서 비롯된 것인가..."
"3363","분량 믿고있었다구!!!"
"3364","분량이너무많아서 스크롤하기도힘듦 ㅋㅋ"
"3365","작가의 말 미쳤네"
"3366","아카자 인줄 ...."
"3367","해줘"
"3368","평점 왤케 낮음?"
"3369","그냥 모르겠다 지린다"
"3370","유한성 왈 '저는 비밀이 많은 남자라'.. 남자인지는 예전부터 알았지만 한성언니 못버려ㅠ"
"3371","유한성 남...자였어? 지금까지 여잔줄알았는데 ㅋㅋㅋㅋㅋ"
"3372","뭐야 하라챠 불쌍"
"3373","내가 분명 쿠키 2개를 썼는데 6개를 쓴 것 같은 느낌"
"3374","유한성의 뿌리...궁금해진다"
"3375","하 한성아 사랑해...ㅠㅠ"
"3376","그건 우리에게도 있잖아... 개서름"
"3377","하라챠는 뭔가 이솝우화에 나올것같은 이야기네요"
"3378","하..이 유한성 또라이 자식..사랑한다..<U+2764>"
"3379","사람들은 호의와 선의가 계속 되면 그 것이 당연한 특권인 줄 안다. 그 것은 당연한게 아닌 인간으로서의 도리일 뿐이다."
"3380","호이가 계속 되니까 둘리인줄 알아서 하라챠만 불쌍해졌네"
"3381","유한한파편이라면 V얘기인가"
"3382","‘빨간’ 비녀에 금발 금안이면 홍등가의 왕자 맞는 갓 같은데"
"3383","호이가 계속되면 둘리인줄안다"
"3384","유한성 남자였어 !? 처음알았네 ㅋㅋ"
"3385","분량미쳤다아아아"
"3386","한 200쪽 넘는듯?"
"3387","내려도 내려도 끝이 안보여요 작가님..... 버그인가요..?"
"3388","분량 뭐냐 ㄷㄷㄷㄷㄷ두편본줄 알았네"
"3389","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
"3390","유한성 코인 항상 수직상승중♡"
"3391","이제 유한성이 좋아지려해,,,"
"3392","호잇이 계속되면 둘리인줄 알아요-고길동"
"3393","신의 탑은 주인공의 적이 악인이 아니라 그 적이 죽을 때도 뭔가 마음이 아픔아 물론 라헬은 악인이고"
"3394","진짜 내려도내려도 끝이 없어...그리고 유한성 떡밥 너무 많아서 난 감히 추측할 수 없어.."
"3395","분량 미쳤나 시우사랑해"
"3396","유한성이 자하드의 아들인가보네"
"3397","그 대사 나와야죠호의가 계속되면 권리인줄 안다"
"3398","분량 버그냐?"
"3399","분량 ㄹㅇ 급이 다르긴 하네 ㅋㅋㅋ 끝이 없어"
"3400","와...분량 . 무슨 안끝나는데?"
"3401","진짜 아직까지 손떨린다.."
"3402","분량 미쳤는데?"
"3403","사기꾼 유한성"
"3404","좋은데?"
"3405","저는 워낙에 비밀이 많은 '남자'라."
"3406","분랑 진짜 미친거 아니냐 그나저나 유한성 진짜 얼마만큼 센거냐정채가 뭐야 진짜"
"3407","같이 죽자는거냐=나만 죽음"
"3408","분량이 무슨 애니보다 기누"
"3409","분량 미쳤네"
"3410","얘들아 장난치냐? 별점이 왜이래"
"3411","오늘 신의탑은(<U+2267>σ<U+2266>)엄청나용( <U+2022><U+0300>∀<U+2022><U+0301> )<U+2727>더 많이 그려주시고<U+1D54><U+1D25><U+1D54>건강 챙기세요( ˘ ³˘)♥<U+2112><U+1D52><U+1D5B><U+1D49> <U+1D67><U+2092><U+1D64> .<U+2022><U+1C14><U+1A5A>"
"3412","'신의 귀환'"
"3413","하라챠 썰 열심히 푸시길래 야스라차 배신하고 밤이랑 붙어먹나했는데 한화만의 사라지네요 ㅋㅋ"
"3414","문양 이야기 할때 진짜 소름돋았다ㄷㄷ역시SIU"
"3415","분량 ㄹㅇ ㅋㅋ 진짜 한화만에 한 에피를 풀어내내 ㄹㅇ 갓의탑"
"3416","보인다... 유한성의 눈에서 사기쿤의 눈빛이..."
"3417","그러고보니 얘도 금발... 유한성 너... 혹시 홍등가의왕자냐?"
"3418","나만 리샹을 리쌍으로 읽었나...?"
"3419","하라챠 진짜 불쌍하네. 이래서 호의를 권리로 여기면 안 된다"
"3420","유한성이랑 홍등가랑 연관있을거같다.."
"3421","아.. 유한성이 남자인것을 또 잊고있었다.."
"3422","아니 이럼 유한성은 사실상 자하드의 왕자 확정아님??"
"3423","""호의가 계속되면 둘린줄 알죠"""
"3424","역시 한성아 믿고 있었다"
"3425","호의가 계속되면 그게 둘리인줄 알아요"
"3426","한성이 개좋아ㅠㅠ"
"3427","""호의가 계속되면 둘린줄 알죠"""
"3428","분량 대단하다못해 은혜롭다 ㄹㅇ"
"3429","신의탑 작가님 SIU에게 <U+0001F960><U+0001F36A><U+0001F358><U+0001FAD3><U+0001F968>를 바칠테니 엔류 자하드 펜타미넘 10가주 공방 랭커 관리국 자하드의 공주 등 떡밥들 빨리 풀어주세요 <U+0001F64F><U+0001F64F><U+0001F64F><U+0001F64F><U+0001F64F>"
"3430","몰아보는 재미가 정주행에만 있는게 아니었네ㄷㄷ"
"3431","""호의가 계속되면 둘린줄 알죠"""
"3432","사실 유한성은 쿤의 스승님 아니였을까"
"3433","밤...변했구만"
"3434","엄마 저는 커서 유한성이 될래요! 엄마 저는 커서 유한성이 될래요!엄마 저는 커서 유한성이 될래요! 엄마 저는 커서 유한성이 될래요!엄마 저는 커서 유한성이 될래요! 엄마 저는 커서 유한성이 될래요!엄마 저는 커서 유한성이 될래요! 엄마 저는 커서 유한성이 될래요!엄마 저는 커서 유한성이 될래요! 엄마 저는 커서 유한성이 될래요!엄마 저는 커서 유한성이 될래요! 엄마 저는 커서 유한성이 될래요!"
"3435","한성아 너는 전설이다"
"3436","라샹족 개빡치는데... 하라챠만 ㅈㄴ 불쌍함"
"3437","분량 미쳤다...이게 SIU..?"
"3438","진짜 작가님이 대단하신게 저런 1화용 빌런들 조차 하나하나 그 뒷배경이 탄탄하게 잡혀있어 단적인 캐릭터가 하나도 없고 전부 입체적이고 개성넘치게 만들어냄ㄷㄷ"
"3439","분량ㄷㄷ 개많아...!"
"3440","솔직히 오늘은 딱 4글자면 설명이 가능함'왕의 귀환'"
"3441","유한성은 쿤의 스승임이 틀림없다"
"3442","캬 한편의 영화다 영화"
"3443","뭐야 유한성 왤케 이뻐졌어"
"3444","불쌍하네"
"3445","ㅋㅋㅋㅋㅋㅋSIU가 그녀들을 저격하는방법"
"3446","SIU 작가님께 먼저 그랜절을 올리도록 하겠습니다. 그리고 제 하트, 10점, 그리고 쿠키를 바치도록 하겠습니다. ‘ \ /‘ \ / <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F> | <U+0001F51F><U+0001F51F><U+0001F51F><U+0001F51F><U+0001F51F><U+0001F51F><U+0001F51F> | <U+0001F36A><U+0001F36A><U+0001F36A><U+0001F36A><U+0001F36A><U+0001F36A><U+0001F36A>< <U+0001F60C> > *\ /* \ <U+0001F60D> / | | / \ _/ \_"
"3447","와 진짜 분량 뭐냐 미쳤네"
"3448","엑스트라놈 말이 많다"
"3449","유한성 진짜 돌았다 ㅋㅋㅋㅋ"
"3450","작가님 쿠키폭탄 딱대"
"3451","이번화보니깐 뭔가 유한성 진짜정체가 궁금해진다"
"3452","지금 보면서 입고리가 귀에 걸린 <U+0001F6B9>1인"
"3453","여기서 정보) 유한성은 하이랭커 자리를 포기하고 시험의 층에서 일이나 하던 천재 파도잡이였다."
"3454","웬만하면 동정하겠는데 이건 너무 쌤통이잖아"
"3455","습관이 된 듯 평등을 외치는데 평등해지려고 노력을 안했다는 부분에서 그분들이 생각나네ㅋㅋ"
"3456","만나는 놈 한테 고양이 하라는지수보면 야스라차가 아카자같은데 생긴거는 하라챠가 아카자 쌍둥이네"
"3457","밤 풀도핑 하면 랭커는 그냥 잡지"
"3458","유한성 너 맘에 들었다 묘족이 되라 그렇지 않으면 젊고 강한채로 나에게 죽어라그러니 묘족이 되라 어서"
"3459","한성이형...너무이뻐"
"3460","유한성 마지막 자하드열쇠인가"
